SOP,Title,date
2025-01-3670,"Aneks št. 20 k Tarifni prilogi h Kolektivni pogodbi časopisno-informativne, založniške in knjigotrške dejavnosti",19. 12. 2025
2025-01-3671,Dodatek št. 21 h Kolektivni pogodbi za dejavnost elektroindustrije Slovenije,19. 12. 2025
2008-01-2573,Kolektivna pogodba za dejavnost obvezne socialne varnosti - tarifni del,16. 6. 2008
2017-01-2254,Aneks št. 2 h Kolektivni pogodbi za dejavnost obvezne socialne varnosti – tarifni del,29. 8. 2017
2018-01-3870,Aneks št. 3 h Kolektivni pogodbi za dejavnost obvezne socialne varnosti – tarifni del,7. 12. 2018
2022-01-3312,Aneks št. 4 h Kolektivni pogodbi za dejavnost obvezne socialne varnosti - tarifni del,25. 10. 2022
2013-01-0785,Zakon o spremembah in dopolnitvah Zakona o urejanju trga dela (ZUTD-A),13. 3. 2013
2023-01-1126,Zakon o čezmejnem izvajanju storitev (ZČmIS-1),3. 4. 2023
2026-01-0163,Pravilnik o kriterijih za določitev delovne uspešnosti javnih uslužbencev plačne skupine B s področja zdravstva,30. 1. 2026
2013-01-3600,Zakon o spremembah in dopolnitvah Zakona o urejanju trga dela (ZUTD-C),6. 12. 2013
2014-01-0250,"Pravilnik o spremembah in dopolnitvah Pravilnika o prijavi in odjavi iz evidenc, zaposlitvenem načrtu, pravicah in obveznostih pri iskanju zaposlitve ter nadzoru nad osebami, prijavljenimi v evidencah",7. 2. 2014
2016-01-2864,Pravilnik o spremembi Pravilnika o izboru in sofinanciranju programov javnih del,28. 10. 2016
2017-01-0491,"Pravilnik o spremembah in dopolnitvi Pravilnika o odpisu in delnem odpisu dolga, odlogu plačila ter obročnem plačilu pri financiranju ukrepov trga dela in izvajalcev",3. 3. 2017
2011-01-1152,Zakon o zaposlovanju in delu tujcev (ZZDT-1),8. 4. 2011
2026-01-0195,Aneks k Posebnemu tarifnemu delu Kolektivne pogodbe za zdravnike in zobozdravnike v Republiki Sloveniji,30. 1. 2026
2026-01-0184,Aneks h Kolektivni pogodbi za dejavnost zdravstva in socialnega varstva Slovenije,30. 1. 2026
2026-01-0160,"Pravilnik o kriterijih za določitev delovne uspešnosti javnih uslužbencev plačne skupine B s področja gospodarstva, turizma in športa",30. 1. 2026
2026-01-0185,Aneks h Kolektivni pogodbi za zaposlene v zdravstveni negi,30. 1. 2026
2026-01-0278,Odredba o uskladitvi najnižje bruto urne postavke za opravljeno uro začasnih in občasnih del,4. 2. 2026
2026-01-0098,Dodatek št. 8 h Kolektivni pogodbi za kovinsko industrijo Slovenije,16. 1. 2026
2026-01-0194,Aneks št. 6 h Kolektivni pogodbi za dejavnost obvezne socialne varnosti – tarifni del,30. 1. 2026
2026-01-0581,Odredba o višini urne postavke in višini dohodka za opravljeno začasno ali občasno delo upokojencev,25. 2. 2026
2026-01-0190,Aneks št. 1 h Kolektivni pogodbi za dejavnost okolja in prostora – tarifni del,30. 1. 2026
2026-01-0143,"Razlaga Kolektivne pogodbe za dejavnost zdravstva in socialnega varstva Slovenije glede določbe drugega odstavka 32.b člena, ki se nanaša na plačilo nadomestila plače za praznične dni, sprejeti na korespondenčni seji dne 8. 1. 2026",23. 1. 2026
2007-01-0567,Zakon o preprečevanju dela in zaposlovanja na črno (uradno prečiščeno besedilo) (ZPDZC-UPB1),12. 2. 2007
2007-01-4036,Zakon o zaposlovanju in delu tujcev (uradno prečiščeno besedilo) (ZZDT-UPB2),24. 8. 2007
2024-01-0768,Aneks številka 3 h Kolektivni pogodbi dejavnosti trgovine Slovenije,26. 3. 2024
2008-01-1297,Dodatek št. 3 h Kolektivni pogodbi za kovinsko industrijo Slovenije,4. 4. 2008
1999-01-4279,"Pravilnik o osebni varovalni opremi, ki jo delavci uporabljajo pri delu",4. 11. 1999
1999-01-4281,Pravilnik o varnostnih znakih,4. 11. 1999
2000-01-1404,Pravilnik o varnosti in zdravju pri delu s slikovnim zaslonom,6. 4. 2000
2002-01-4367,Pravilnik o preventivnih zdravstvenih pregledih delavcev,17. 10. 2002
2005-01-1395,Pravilnik o spremembah in dopolnitvah Pravilnika o zahtevah za zagotavljanje varnosti in zdravja delavcev na delovnih mestih,19. 4. 2005
2005-01-1396,"Pravilnik o spremembah in dopolnitvah Pravilnika o osebni varovalni opremi, ki jo delavci uporabljajo pri delu",19. 4. 2005
2005-01-1397,Pravilnik o spremembah in dopolnitvah Pravilnika o varnostnih znakih,19. 4. 2005
2005-01-3258,Pravilnik o spremembah in dopolnitvah pravilnika o varnosti in zdravju pri delu s slikovnim zaslonom,1. 8. 2005
2005-01-4108,Pravilnik o varovanju delavcev pred tveganji zaradi izpostavljenosti vibracijam pri delu,25. 10. 2005
2006-01-5319,Pravilnik o spremembah in dopolnitvah Pravilnika o preventivnih zdravstvenih pregledih delavcev,1. 12. 2006
2010-01-1627,Pravilnik o spremembah in dopolnitvah Pravilnika o varnostnih znakih,30. 4. 2010
2008-01-3738,Dogovor o izvedbi 50. člena Kolektivne pogodbe za javni sektor,5. 9. 2008
2009-01-0101,Razlaga Kolektivne pogodbe za javni sektor (KPJS),16. 1. 2009
2009-01-0586,Razlaga kolektivne pogodbe za javni sektor (KPJS),27. 2. 2009
2009-01-1518,Razlaga Kolektivne pogodbe za javni sektor (KPJS),30. 4. 2009
2009-01-2396,Razlaga Kolektivne pogodbe za javni sektor (KPJS),26. 6. 2009
2010-01-1407,Razlaga Kolektivne pogodbe za javni sektor (KPJS),16. 4. 2010
2011-01-2794,Razlaga Kolektivne pogodbe za javni sektor (KPJS),25. 7. 2011
2012-01-0218,Razlaga Kolektivne pogodbe za javni sektor (KPJS),27. 1. 2012
2013-01-0806,Razlaga Kolektivne pogodbe za javni sektor (KPJS),15. 3. 2013
2013-01-0807,Razlaga Kolektivne pogodbe za javni sektor (KPJS),15. 3. 2013
2013-01-0808,Razlaga Kolektivne pogodbe za javni sektor (KPJS),15. 3. 2013
2014-01-1845,Razlaga Kolektivne pogodbe za javni sektor (KPJS),20. 6. 2014
2016-01-1723,Pristop h Kolektivni pogodbi za javni sektor,3. 6. 2016
2020-01-0764,Razlaga Kolektivne pogodbe za javni sektor (KPJS),10. 4. 2020
2022-01-3133,Pristop h Kolektivni pogodbi za javni sektor,14. 10. 2022
2016-01-2308,Odredba o ukrepih za lažje uresničevanje pravic delavcev Evropske unije in njihovih družinskih članov,29. 7. 2016
2014-01-3292,Pristop h Kolektivni pogodbi dejavnosti trgovine Slovenije,7. 11. 2014
2026-01-0693,Zakon o spremembi Zakona o čezmejnem izvajanju storitev (ZČmIS-1A),6. 3. 2026
2026-01-0480,Razlaga Kolektivne pogodbe Banke Slovenije (KPBS),17. 2. 2026
2009-01-3971,Zakon o spremembah in dopolnitvah Zakona o sistemu plač v javnem sektorju (ZSPJS-L),13. 11. 2009
2013-01-2054,Pravilnik o prijavah na področju varnosti in zdravja pri delu,24. 6. 2013
2026-01-1044,"Odredba o spremembi Odredbe o določitvi dejavnosti in poklicev, v katerih se lahko tujci hitreje zaposlujejo",23. 4. 2026
2006-01-0923,Odpoved Kolektivne pogodbe dejavnosti trgovine Slovenije,3. 3. 2006
2021-01-1536,Pravilnik o varovanju delavcev pred tveganji zaradi izpostavljenosti kemičnim snovem pri delu,11. 5. 2021
2024-01-0824,Pravilnik o spremembah Pravilnika o varovanju delavcev pred tveganji zaradi izpostavljenosti kemičnim snovem pri delu,4. 4. 2024
2022-01-2649,"Pristop h Kolektivni pogodbi za državno upravo, uprave pravosodnih organov in uprave samoupravnih lokalnih skupnosti in njenim aneksom",12. 8. 2022
2013-01-0784,Zakon o delovnih razmerjih (ZDR-1),13. 3. 2013
2015-01-2595,"Pravilnik o varovanju zdravja pri delu otrok, mladostnikov in mladih oseb",28. 8. 2015
2014-01-3850,Pravilnik o osebnem dopolnilnem delu,24. 12. 2014
2024-01-0846,Spremembe in dopolnitve Kolektivne pogodbe gradbenih dejavnosti,5. 4. 2024
2014-01-3966,Spremembe in dopolnitve Kolektivne pogodbe dejavnosti bančništva Slovenije,29. 12. 2014
2011-01-0153,Kolektivna pogodba dejavnosti bančništva Slovenije,24. 1. 2011
2024-01-0847,"Razlage Kolektivne pogodbe za zdravnike in zobozdravnike v RS, sprejete na seji dne 2.4. 2024",5. 4. 2024
2004-01-3488,"Kolektivna pogodba o izplačilu plač za leto 2004 za dejavnosti kovinskih materialov, livarn in kovinske ter elektroindustrije Slovenije in dogovor o pripravi nove kolektivne pogodbe",19. 7. 2004
2009-01-1705,Uredba o ukrepih za varovanje dostojanstva zaposlenih v organih državne uprave,15. 5. 2009
2009-01-3092,Razlaga Kolektivne pogodbe dejavnosti trgovine,28. 8. 2009
2010-01-4383,Kolektivna pogodba o določitvi najnižjih osnovnih plač za dejavnosti gostinstva in turizma Slovenije,18. 10. 2010
2011-01-1172,Razlaga Kolektivne pogodbe dejavnosti trgovine,8. 4. 2011
2011-01-4537,Razlaga Kolektivne pogodbe dejavnosti trgovine,21. 12. 2011
2012-01-3647,Razlaga Kolektivne pogodbe dejavnosti trgovine,10. 12. 2012
2016-01-1184,Uredba o spremembah Uredbe o nagradi in priznanjih za prostovoljstvo,22. 4. 2016
2016-01-1188,Pravilnik o spremembah in dopolnitvah Pravilnika o področjih prostovoljskega dela in vpisniku,22. 4. 2016
2019-01-2489,"Odlok o Svetu Vlade Republike Slovenije za spodbujanje razvoja prostovoljstva, prostovoljskih in nevladnih organizacij",13. 9. 2019
2011-01-0374,Zakon o prostovoljstvu (ZProst),18. 2. 2011
2002-01-2899,Aneks št. 5 h kolektivni pogodbi za dejavnost kovinskih materialov in livarn ter za kovinsko in elektroindustrijo Slovenije,10. 7. 2002
2015-01-1604,Pravilnik o spremembah in dopolnitvah Pravilnika o varnostnih znakih,4. 6. 2015
2013-01-1137,Aneks k Tarifni prilogi Kolektivne pogodbe za lesarstvo,12. 4. 2013
2013-01-4034,Kolektivna pogodba za papirno in papirno-predelovalno dejavnost,27. 12. 2013
2016-01-2316,Aneks št. 1 h Kolektivni pogodbi za papirno in papirno-predelovalno dejavnost,29. 7. 2016
2018-01-0120,Aneks št. 2 h Kolektivni pogodbi za papirno in papirno-predelovalno dejavnost,19. 1. 2018
2019-01-0014,Aneks št. 3 h Kolektivni pogodbi za papirno in papirno-predelovalno dejavnost,8. 1. 2019
2020-01-2940,Aneks št. 4 h Kolektivni pogodbi za papirno in papirno-predelovalno dejavnost,20. 11. 2020
2022-01-0058,Aneks št. 5 h Kolektivni pogodbi za papirno in papirno-predelovalno dejavnost,12. 1. 2022
2022-01-3906,Aneks št. 6 h Kolektivni pogodbi za papirno in papirno-predelovalno dejavnost,14. 12. 2022
2023-01-3533,Aneks št. 7 h Kolektivni pogodbi za papirno in papirno-predelovalno dejavnost,1. 12. 2023
2015-01-1605,Pravilnik o spremembah Pravilnika za opravljanje dejavnosti zagotavljanja dela delavcev uporabniku,4. 6. 2015
2026-01-0998,"Razlaga Kolektivne pogodbe za dejavnost zdravstva in socialnega varstva Slovenije glede določbe 2. točke I. poglavja KPZSV, ki se nanaša na veljavnost kolektivne pogodbe, sprejeti na 94. seji dne 3. 3. 2026",20. 4. 2026
2026-01-0997,"Razlaga Kolektivne pogodbe za dejavnost zdravstva in socialnega varstva Slovenije glede določbe drugega odstavka 32.b člena, ki se nanaša na plačilo odmene za manjkajoče ure praznovanja, sprejeti na 94. seji dne 3. 3. 2026",20. 4. 2026
2026-01-0996,"Razlaga Aneksa h Kolektivni pogodbi zdravstva in socialnega varstva Slovenije (Ur. l. RS, 165/22) glede 12. člena, ki se nanaša na kriterije za zasedbo delovnega mesta laboratorijski tehnik s posebnimi znanji, in 15. člena, ki se nanaša na kriterije za zasedbo delovnega mesta inženir laboratorijske biomedicine s posebnimi znanji, sprejeti na 91. seji dne 20. 3. 2025",20. 4. 2026
2018-01-0545,Zakon o spremembah in dopolnitvah Zakona o socialnem podjetništvu (ZSocP-A),28. 2. 2018
2017-01-2529,Pravilnik o spremembi Pravilnika o izboru in sofinanciranju programov javnih del,6. 10. 2017
2019-01-3381,Pravilnik o spremembi Pravilnika o izboru in sofinanciranju programov javnih del,20. 12. 2019
2020-01-3137,Pravilnik o spremembi Pravilnika o izboru in sofinanciranju programov javnih del,4. 12. 2020
2019-01-3503,Pravilnik o stalnem strokovnem usposabljanju na področju varnosti in zdravja pri delu,20. 12. 2019
2020-01-2875,Pravilnik o spremembah in dopolnitvah Pravilnika o stalnem strokovnem usposabljanju na področju varnosti in zdravja pri delu,13. 11. 2020
2019-01-3380,"Pravilnik o spremembah Pravilnika o pogojih, ki jih mora izpolnjevati strokovni delavec za varnost pri delu",20. 12. 2019
2011-01-4941,"Pravilnik o pogojih, ki jih mora izpolnjevati strokovni delavec za varnost pri delu",30. 12. 2011
2020-01-2934,Pravilnik o varovanju delavcev pred tveganji zaradi izpostavljenosti biološkim dejavnikom pri delu,20. 11. 2020
2024-01-0298,Pravilnik o spremembi Pravilnika o varovanju delavcev pred tveganji zaradi izpostavljenosti biološkim dejavnikom pri delu,9. 2. 2024
2022-01-1202,Pravilnik o spremembi Pravilnika o osebnem dopolnilnem delu,22. 4. 2022
2023-01-2622,Pravilnik o spremembi Pravilnika o osebnem dopolnilnem delu,11. 8. 2023
2014-01-0513,Pristop h Kolektivni pogodbi za obrt in podjetništvo,3. 3. 2014
2014-01-0600,"Kolektivna pogodba za tekstilne, oblačilne, usnjarske in usnjarsko-predelovalne dejavnosti Slovenije (KPtoupd)",14. 3. 2014
2019-01-2835,Pristop h Kolektivni pogodbi o oblikovanju pokojninskega načrta za javne uslužbence,25. 10. 2019
2004-01-0475,Kolektivna pogodba o oblikovanju pokojninskega načrta za javne uslužbence,6. 2. 2004
2010-01-5588,"Pravilnik o odpisu in delnem odpisu dolga, odlogu plačila ter obročnem plačilu pri financiranju ukrepov trga dela in izvajalcev",29. 12. 2010
2003-01-0624,Razlaga kolektivne pogodbe za dejavnost kovinskih materialov in livarn ter kovinsko in elektroindustrijo Slovenije,14. 2. 2003
2009-01-2128,Aneks h Kolektivni pogodbi za kmetijstvo in živilsko industrijo Slovenije,9. 6. 2009
2015-01-3096,Pravilnik o minimalnih zahtevah pri zagotavljanju zdravstvene oskrbe posadke na ladjah,23. 10. 2015
2021-01-3545,Pravilnik o spremembah in dopolnitvah Pravilnika o minimalnih zahtevah pri zagotavljanju zdravstvene oskrbe posadke na ladjah,19. 11. 2021
2017-01-1951,Razlagi določb Kolektivne pogodbe komunalnih dejavnosti,14. 7. 2017
2017-01-2234,Razlaga v zvezi z izvajanjem drugega odstavka 77. člena Kolektivne pogodbe komunalnih dejavnosti,25. 8. 2017
2017-01-2342,Razlagi določb Kolektivne pogodbe komunalnih dejavnosti,11. 9. 2017
2017-01-2978,Razlaga v zvezi z izvajanjem 104. člena Kolektivne pogodbe komunalnih dejavnosti,10. 11. 2017
2017-01-2979,Mnenje v zvezi z izvajanjem 81. člena Kolektivne pogodbe komunalnih dejavnosti,10. 11. 2017
2017-01-3204,Razlaga v zvezi z izvajanjem 102. člena Kolektivne pogodbe komunalnih dejavnosti,1. 12. 2017
2017-01-3899,Razlaga v zvezi z izvajanjem četrtega odstavka 92. člena Kolektivne pogodbe komunalnih dejavnosti,29. 12. 2017
2018-01-0690,Razlaga v zvezi z izvajanjem 54. člena Kolektivne pogodbe komunalnih dejavnosti,9. 3. 2018
2020-01-2643,Mnenje v zvezi z izvajanjem 63. člena Kolektivne pogodbe komunalnih dejavnosti,23. 10. 2020
2003-01-4054,Razlaga kolektivne pogodbe za dejavnosti pridobivanja in predelave nekovinskih rudnin,5. 9. 2003
2022-01-4240,Aneks k Posebnemu tarifnemu delu Kolektivne pogodbe za zdravnike in zobozdravnike v Republiki Sloveniji,29. 12. 2022
2015-01-1121,Dodatek št. 10 h Kolektivni pogodbi za elektroindustrijo Slovenije,17. 4. 2015
2008-01-4869,Razlaga Kolektivne pogodbe za javni sektor (KPJS),28. 11. 2008
2015-01-3846,Uredba o spremembah Uredbe o plačah in drugih prejemkih javnih uslužbencev za delo v tujini,18. 12. 2015
2017-01-2512,Uredba o spremembi Uredbe o plačah in drugih prejemkih javnih uslužbencev za delo v tujini,29. 9. 2017
2018-01-1755,Uredba o spremembi Uredbe o plačah in drugih prejemkih javnih uslužbencev za delo v tujini,25. 5. 2018
2018-01-3091,Uredba o spremembi Uredbe o plačah in drugih prejemkih javnih uslužbencev za delo v tujini,28. 9. 2018
2016-01-0613,Aneks h Kolektivni pogodbi o oblikovanju pokojninskega načrta za javne uslužbence,4. 3. 2016
2007-01-3697,Aneks h Kolektivni pogodbi o oblikovanju pokojninskega načrta za javne uslužbence,24. 7. 2007
2009-01-4563,Aneks h Kolektivni pogodbi o oblikovanju pokojninskega načrta za javne uslužbence,14. 12. 2009
2012-01-0426,Aneks h Kolektivni pogodbi o oblikovanju pokojninskega načrta za javne uslužbence,14. 2. 2012
2021-01-1722,Pristop h Kolektivni pogodbi o oblikovanju pokojninskega načrta za javne uslužbence,21. 5. 2021
2021-01-1723,Pristop h Kolektivni pogodbi o oblikovanju pokojninskega načrta za javne uslužbence,21. 5. 2021
2021-01-2697,Pristop h Kolektivni pogodbi o oblikovanju pokojninskega načrta za javne uslužbence,13. 8. 2021
2018-01-1055,"Pravilnik o izdaji dovoljenj za delo otrok, mlajših od 15 let",13. 4. 2018
2015-01-2596,"Pravilnik o varovanju zdravja pri delu nosečih delavk, delavk, ki so pred kratkim rodile ter doječih delavk",28. 8. 2015
2005-01-0077,"Dogovor o podaljšanju uporabe Kolektivne pogodbe o izplačilu plač za 2004 za dejavnost kovinskih materialov, livarn in kovinske ter elektroindustrije Slovenije in dogovora o pripravi nove kolektivne pogodbe",14. 1. 2005
2022-01-1779,Pravilnik o prijavi nezgode in poškodbe pri delu,2. 6. 2022
2008-01-2897,"Kolektivna pogodba za tekstilne, oblačilne, usnjarske in usnjarsko-predelovalne dejavnosti (KPtoupd) o načinu usklajevanja plač, povračilu stroškov v zvezi z delom in regresu za letni dopust za leto 2008 in 2009",4. 7. 2008
2003-01-5864,Razlaga kolektivne pogodbe za dejavnosti pridobivanja in predelave nekovinskih rudnin,31. 12. 2003
2015-01-4003,Kolektivna pogodba gradbenih dejavnosti,23. 12. 2015
2024-01-1244,Dodatek št. 7 h Kolektivni pogodbi za kovinsko industrijo Slovenije,29. 4. 2024
2015-01-4203,Aneks št. 3 h Kolektivni pogodbi javnega zavoda RTV Slovenija,30. 12. 2015
2016-01-0161,Pravilnik o določitvi obsega sredstev za delovno uspešnost iz naslova prodaje blaga in storitev na trgu v javnem gospodarskem zavodu Protokolarne storitve Republike Slovenije,22. 1. 2016
2016-01-1197,Aneks št. 4 h Kolektivni pogodbi javnega zavoda RTV Slovenija,22. 4. 2016
2019-01-0034,Aneks št. 6 h Kolektivni pogodbi javnega zavoda RTV Slovenija,11. 1. 2019
2019-01-1622,Uredba o spremembi in dopolnitvah Uredbe o plačah in drugih prejemkih javnih uslužbencev za delo v tujini,31. 5. 2019
2019-01-2669,Uredba o spremembah in dopolnitvah Uredbe o plačah in drugih prejemkih javnih uslužbencev za delo v tujini,4. 10. 2019
2020-01-0194,Uredba o spremembah in dopolnitvah Uredbe o plačah in drugih prejemkih javnih uslužbencev za delo v tujini,31. 1. 2020
2020-01-1869,Aneks št. 7 h Kolektivni pogodbi javnega zavoda RTV Slovenija,17. 7. 2020
2020-01-1871,Aneks št. 9 h Kolektivni pogodbi javnega zavoda RTV Slovenija,17. 7. 2020
2020-01-2318,Uredba o spremembah in dopolnitvi Uredbe o plačah in drugih prejemkih javnih uslužbencev za delo v tujini,25. 9. 2020
2021-01-0026,Uredba o spremembah in dopolnitvi Uredbe o plačah in drugih prejemkih javnih uslužbencev za delo v tujini,8. 1. 2021
2021-01-1238,Uredba o spremembi in dopolnitvah Uredbe o plačah in drugih prejemkih javnih uslužbencev za delo v tujini,16. 4. 2021
2021-01-1827,Uredba o spremembi Uredbe o plačah in drugih prejemkih javnih uslužbencev za delo v tujini,28. 5. 2021
2021-01-2986,Uredba o spremembah in dopolnitvi Uredbe o plačah in drugih prejemkih javnih uslužbencev za delo v tujini,30. 9. 2021
2022-01-0292,Uredba o spremembah Uredbe o plačah in drugih prejemkih javnih uslužbencev za delo v tujini,4. 2. 2022
2022-01-1606,Uredba o spremembi in dopolnitvah Uredbe o plačah in drugih prejemkih javnih uslužbencev za delo v tujini,13. 5. 2022
2022-01-1701,Uredba o spremembi Uredbe o plačah in drugih prejemkih javnih uslužbencev za delo v tujini,27. 5. 2022
2022-01-3398,Uredba o spremembah Uredbe o plačah in drugih prejemkih javnih uslužbencev za delo v tujini,28. 10. 2022
2022-01-3840,Aneks št. 14 h Kolektivni pogodbi javnega zavoda RTV Slovenija,9. 12. 2022
2023-01-0068,Pristop k Aneksu h Kolektivni pogodbi za dejavnost zdravstva in socialnega varstva Slovenije,13. 1. 2023
2023-01-0069,Pristop k Aneksu h Kolektivni pogodbi za dejavnost vzgoje in izobraževanja v Republiki Sloveniji,13. 1. 2023
2023-01-0070,Pristop k Aneksu h Kolektivni pogodbi za negospodarske dejavnosti v Republiki Sloveniji,13. 1. 2023
2023-01-0540,Pravilnik o spremembi Pravilnika o določitvi obsega sredstev za delovno uspešnost iz naslova prodaje blaga in storitev na trgu v javnem gospodarskem zavodu Protokolarne storitve Republike Slovenije,3. 3. 2023
2023-01-0553,Pravilnik o spremembah Pravilnika o napredovanju javnih uslužbencev Zavoda za pokojninsko in invalidsko zavarovanje Slovenije,3. 3. 2023
2023-01-1076,Aneks št. 15 h Kolektivni pogodbi javnega zavoda RTV Slovenija,31. 3. 2023
2023-01-2526,Uredba o dopolnitvi Uredbe o plačah in drugih prejemkih javnih uslužbencev za delo v tujini,27. 7. 2023
2023-01-2870,Uredba o spremembi Uredbe o plačah in drugih prejemkih javnih uslužbencev za delo v tujini,29. 9. 2023
2023-01-3478,Uredba o spremembi Uredbe o plačah in drugih prejemkih javnih uslužbencev za delo v tujini,30. 11. 2023
2023-01-4074,Uredba o spremembah Uredbe o plačah in drugih prejemkih javnih uslužbencev za delo v tujini,22. 12. 2023
2010-01-4554,Zakon o spremembi Zakona o sistemu plač v javnem sektorju (ZSPJS-O),29. 10. 2010
2010-01-5583,Zakon o spremembi Zakona o sistemu plač v javnem sektorju (ZSPJS-P),29. 12. 2010
2015-01-3254,Zakon o dopolnitvi Zakona o sistemu plač v javnem sektorju (ZSPJS-T),3. 11. 2015
2003-01-4618,Razlaga kolektivne pogodbe za dejavnost kovinskih materialov in livarne ter kovinsko in elektroindustrijo Slovenije,27. 10. 2003
2023-01-2575,Pravilnik o zagotavljanju varnosti in zdravja delavcev pri ročnem premeščanju bremen,2. 8. 2023
2016-01-2192,Odpoved Kolektivne pogodbe dejavnosti Cestnega gospodarstva (KPD-CG),15. 7. 2016
2005-01-3834,Aneks št. 1 k tarifni prilogi h Kolektivni pogodbi dejavnosti cestnega gospodarstva,7. 10. 2005
2006-01-4696,Aneks št. 2 k Tarifni prilogi h Kolektivni pogodbi dejavnosti cestnega gospodarstva,27. 10. 2006
2007-01-0900,Spremembe in dopolnitve Kolektivne pogodbe dejavnosti cestnega gospodarstva (KPD-CG),2. 3. 2007
2008-01-0249,Aneks št. 1 k Tarifni prilogi Kolektivne pogodbe dejavnosti cestnega gospodarstva,24. 1. 2008
2008-01-4377,Aneks št. 2 k Tarifni prilogi Kolektivne pogodbe dejavnosti cestnega gospodarstva /KP Cg/,30. 10. 2008
2005-01-2028,Razlaga Kolektivne pogodbe dejavnosti cestnega gospodarstva,20. 5. 2005
2005-01-3771,Razlaga Kolektivne pogodbe dejavnosti cestnega gospodarstva,30. 9. 2005
2005-01-4267,Razlaga Kolektivne pogodbe dejavnosti cestnega gospodarstva,4. 11. 2005
2006-01-3944,Odpoved Kolektivne pogodbe dejavnosti Cestnega gospodarstva (KPD-CG),28. 8. 2006
2006-01-3945,Odpoved Kolektivne pogodbe dejavnosti Cestnega gospodarstva (KPD-CG),28. 8. 2006
2008-01-0787,Razlaga Kolektivne pogodbe dejavnosti cestnega gospodarstva (KPD-CG),4. 3. 2008
2015-01-3868,Odpoved Kolektivne pogodbe dejavnosti cestnega gospodarstva (KPD-CG),18. 12. 2015
2005-01-0076,Dogovor o podaljšanju uporabe odpovedane Kolektivne pogodbe za dejavnost kovinskih materialov in livarn ter za kovinsko in elektroindustrijo Slovenije,14. 1. 2005
2024-01-1299,"Aneks št. 18 k Tarifni prilogi h Kolektivni pogodbi časopisno-informativne, založniške in knjigotrške dejavnosti",7. 5. 2024
2008-01-3059,Dodatek št. 4 h Kolektivni pogodbi za elektroindustrijo Slovenije,11. 7. 2008
2008-01-4370,Pravilnik o podeljevanju nagrad za prispevek k trajnostnemu razvoju družbe,30. 10. 2008
2004-01-2918,Aneks k tarifni prilogi za dejavnosti pridobivanja in predelave nekovinskih rudnin Slovenije,11. 6. 2004
2004-01-4149,Aneks h kolektivni pogodbi za kemično in gumarsko industrijo Slovenije,16. 8. 2004
2005-01-3536,Aneks h Kolektivni pogodbi za kemično in gumarsko industrijo Slovenije,26. 8. 2005
2009-01-3394,Odpoved Kolektivne pogodbe dejavnosti bank in hranilnic v Republiki Sloveniji,5. 10. 2009
2008-01-4645,Aneks št. 1 k Tarifni prilogi h Kolektivni pogodbi za dejavnosti pridobivanja in predelave nekovinskih rudnin Slovenije,17. 11. 2008
2008-01-3542,Tarifna priloga h Kolektivni pogodbi za dejavnosti pridobivanja in predelave nekovinskih rudnin Slovenije,1. 8. 2008
2010-01-0395,Tarifna priloga h Kolektivni pogodbi komunalnih dejavnosti,12. 2. 2010
2010-01-5011,Aneks h Kolektivni pogodbi komunalnih dejavnosti,29. 11. 2010
2005-01-3535,Aneks št. 2 k tarifni prilogi h Kolektivni pogodbi za dejavnosti pridobivanja in predelave nekovinskih rudnin Slovenije,26. 8. 2005
2005-01-3537,"Aneks št. 1 k tarifni prilogi h Kolektivni pogodbi celulozne, papirne in papirnopredelovalne dejavnosti",26. 8. 2005
2019-01-3797,Odredba o uskladitvi najnižje bruto urne postavke za opravljeno uro začasnih in občasnih del,31. 12. 2019
2017-01-2704,Dodatek št. 11 h Kolektivni pogodbi za elektroindustrijo Slovenije,20. 10. 2017
2018-01-4133,Dodatek št. 12 h Kolektivni pogodbi za elektroindustrijo Slovenije,28. 12. 2018
2020-01-0849,Dodatek št. 13 h Kolektivni pogodbi za elektroindustrijo Slovenije,24. 4. 2020
2022-01-1003,Dodatek št. 14 h Kolektivni pogodbi za elektroindustrijo Slovenije,8. 4. 2022
2023-01-0067,Dodatek št. 15 h Kolektivni pogodbi za dejavnost elektroindustrije Slovenije,13. 1. 2023
2006-01-4074,Dodatek št. 1 h Kolektivni pogodbi za elektroindustrijo Slovenije,12. 9. 2006
2007-01-4204,Dodatek št. 2 h Kolektivni pogodbi za elektroindustrijo Slovenije,10. 9. 2007
2009-01-3296,Dodatek št. 5 h kolektivni pogodbi za elektroindustrijo Slovenije,29. 9. 2009
2010-01-0398,Dodatek št. 6 h Kolektivni pogodbi za elektroindustrijo Slovenije,12. 2. 2010
2011-01-3537,Dodatek št. 7 h Kolektivni pogodbi za elektroindustrijo Slovenije,21. 10. 2011
2011-01-4536,Dodatek št. 8 h Kolektivni pogodbi za elektroindustrijo Slovenije,21. 12. 2011
2013-01-1262,Dodatek št. 9 h Kolektivni pogodbi za elektroindustrijo Slovenije,19. 4. 2013
2007-01-3899,Razlage Kolektivne pogodbe za dejavnost elektroindustrije Slovenije,7. 8. 2007
2019-01-1054,Pristop k Dodatku št. 12 h Kolektivni pogodbi za elektroindustrijo Slovenije,12. 4. 2019
2015-01-1824,Aneks h Kolektivni pogodbi za gozdarstvo Slovenije,22. 6. 2015
